Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SX2952007C", 0.208, 1,    121.598,   84.5,    1.0126, 2,    121.605,  -95.5,    1.0126, 0, 0, 0, 0
"SX3254873C", 0.208, 1,    122.034,   84.5,    1.0162, 2,    122.041,  -95.5,    1.0163, 0, 0, 0, 0
"SX2745811C", 0.208, 1,    121.751,   84.5,    1.0138, 2,    121.758,  -95.5,    1.0139, 0, 0, 0, 0
"SX3142050C", 0.208, 1,    122.095,   84.5,    1.0167, 2,    122.102,  -95.5,    1.0168, 0, 0, 0, 0
"SX2861157C", 0.208, 1,    122.507,   84.6,    1.0201, 2,    122.515,  -95.4,    1.0202, 0, 0, 0, 0
"SX3086079B", 0.208, 1,    122.144, -156.7,    1.0171, 2,    122.151,   23.3,    1.0172, 0, 0, 0, 0
"SX2936276B", 0.208, 1,    122.143, -156.7,    1.0171, 2,     122.15,   23.3,    1.0172, 0, 0, 0, 0
"SX2861223B", 0.208, 1,     121.75, -156.7,    1.0138, 2,    121.757,   23.3,    1.0139, 0, 0, 0, 0
"SX3086075B", 0.208, 1,    121.944, -156.7,    1.0155, 2,    121.951,   23.3,    1.0155, 0, 0, 0, 0
"SX2730187A", 0.208, 1,    119.508,  -37.7,   0.99516, 2,    119.515,  142.3,   0.99522, 0, 0, 0, 0
"SX3104856A", 0.208, 1,    120.016,  -37.7,    0.9994, 2,    120.023,  142.3,   0.99946, 0, 0, 0, 0
"SX2861222A", 0.208, 1,    117.885,  -38.9,   0.98165, 2,    117.892,  141.1,   0.98171, 0, 0, 0, 0
"SX2917330A", 0.208, 1,    118.177,  -38.9,   0.98408, 2,    118.184,  141.1,   0.98414, 0, 0, 0, 0
"SX2879794A", 0.208, 1,    117.904,  -38.9,    0.9818, 2,    117.911,  141.1,   0.98186, 0, 0, 0, 0
"SX2936271A", 0.208, 1,    118.464,  -38.9,   0.98647, 2,    118.471,  141.1,   0.98652, 0, 0, 0, 0
"SX2955074A", 0.208, 1,    117.975,  -38.9,    0.9824, 2,    117.982,  141.1,   0.98246, 0, 0, 0, 0
"SX3030199C", 0.208, 1,     122.67,   81.9,    1.0215, 2,    122.677,  -98.1,    1.0216, 0, 0, 0, 0
"SX2730163C", 0.208, 1,    122.634,   81.8,    1.0212, 2,    122.641,  -98.2,    1.0213, 0, 0, 0, 0
"SX2992624A", 0.208, 1,    118.492,  -39.0,    0.9867, 2,    118.499,  141.0,   0.98676, 0, 0, 0, 0
"SX2692654A", 0.208, 1,    118.487,  -39.0,   0.98666, 2,    118.493,  141.0,   0.98672, 0, 0, 0, 0
"SX2842379A", 0.208, 1,    117.965,  -39.0,   0.98231, 2,    117.972,  141.0,   0.98237, 0, 0, 0, 0
"SX2805031C", 0.208, 1,    122.248,   81.7,     1.018, 2,    122.255,  -98.3,     1.018, 0, 0, 0, 0
"SX3068944B", 0.208, 1,     118.25, -159.4,   0.98469, 2,    118.257,   20.6,   0.98475, 0, 0, 0, 0
"SX2767407B", 0.208, 1,    118.956, -159.4,   0.99057, 2,    118.963,   20.6,   0.99063, 0, 0, 0, 0
"SX2879767B", 0.208, 1,    118.958, -159.4,   0.99058, 2,    118.965,   20.6,   0.99064, 0, 0, 0, 0
"SX2711224B", 0.208, 1,    118.914, -159.4,   0.99022, 2,    118.921,   20.6,   0.99028, 0, 0, 0, 0
"SX3142098B", 0.208, 1,    118.524, -159.4,   0.98697, 2,    118.531,   20.6,   0.98703, 0, 0, 0, 0
"SX2748839B", 0.208, 1,    118.899, -159.4,   0.99009, 2,    118.906,   20.6,   0.99015, 0, 0, 0, 0
"SX2917310B", 0.208, 1,    118.772, -159.4,   0.98903, 2,    118.779,   20.6,   0.98909, 0, 0, 0, 0
"SX2861218C", 0.208, 1,    122.492,   81.6,      1.02, 2,    122.499,  -98.4,    1.0201, 0, 0, 0, 0
"SX2955081A", 0.208, 1,    118.515,  -39.2,   0.98689, 2,    118.522,  140.8,   0.98695, 0, 0, 0, 0
"SX3160878C", 0.208, 1,    122.144,   81.3,    1.0171, 2,    122.151,  -98.7,    1.0172, 0, 0, 0, 0
"SX2917336C", 0.208, 1,    122.139,   81.3,    1.0171, 2,    122.146,  -98.7,    1.0171, 0, 0, 0, 0
"SX2674047C", 0.208, 1,    123.102,   82.1,    1.0251, 2,     123.11,  -97.9,    1.0252, 0, 0, 0, 0
"SX3160865A", 0.208, 1,    118.296,  -38.8,   0.98507, 2,    118.303,  141.2,   0.98513, 0, 0, 0, 0
"SX2767408C", 0.208, 1,    123.169,   82.2,    1.0257, 2,    123.176,  -97.8,    1.0257, 0, 0, 0, 0
"SX3104853C", 0.208, 1,    122.923,   82.2,    1.0236, 2,     122.93,  -97.8,    1.0237, 0, 0, 0, 0
"SX3254915B", 0.208, 1,    119.397, -159.2,   0.99424, 2,    119.404,   20.8,   0.99429, 0, 0, 0, 0
"SX3048963B", 0.208, 1,    119.151, -159.2,   0.99219, 2,    119.158,   20.8,   0.99225, 0, 0, 0, 0
"SX2711226B", 0.208, 1,    118.965, -159.2,   0.99064, 2,    118.972,   20.8,    0.9907, 0, 0, 0, 0
"SX3217052C", 0.208, 1,     122.91,   82.2,    1.0235, 2,    122.917,  -97.8,    1.0235, 0, 0, 0, 0
"SX3217053C", 0.208, 1,     123.29,   82.2,    1.0267, 2,    123.297,  -97.8,    1.0267, 0, 0, 0, 0
"SX3086074C", 0.208, 1,    123.163,   82.2,    1.0256, 2,     123.17,  -97.8,    1.0257, 0, 0, 0, 0
"SX3067507C", 0.208, 1,    122.639,   82.3,    1.0212, 2,    122.647,  -97.7,    1.0213, 0, 0, 0, 0
"SX2955078A", 0.208, 1,    118.317,  -38.6,   0.98524, 2,    118.324,  141.4,    0.9853, 0, 0, 0, 0
"SX2955077C", 0.208, 1,    123.065,   82.4,    1.0248, 2,    123.072,  -97.6,    1.0248, 0, 0, 0, 0
"SX3160872C", 0.208, 1,    122.727,   82.3,     1.022, 2,    122.735,  -97.7,     1.022, 0, 0, 0, 0
"SX3198348A", 0.208, 1,    117.201,  -38.8,   0.97596, 2,    117.208,  141.2,   0.97601, 0, 0, 0, 0
"SX2711225C", 0.208, 1,    123.276,   82.3,    1.0265, 2,    123.283,  -97.7,    1.0266, 0, 0, 0, 0
"SX3030200C", 0.208, 1,    123.273,   82.3,    1.0265, 2,     123.28,  -97.7,    1.0266, 0, 0, 0, 0
"SX3048962A", 0.208, 1,    117.216,  -39.0,   0.97607, 2,    117.223,  141.0,   0.97613, 0, 0, 0, 0
"SX3160861C", 0.208, 1,    123.367,   82.1,    1.0273, 2,    123.375,  -97.9,    1.0274, 0, 0, 0, 0
"SX3104850C", 0.208, 1,    122.958,   82.1,    1.0239, 2,    122.965,  -97.9,     1.024, 0, 0, 0, 0
"SX3251799A", 0.208, 1,    115.884,  -39.5,   0.96499, 2,    115.891,  140.5,   0.96504, 0, 0, 0, 0
"SX2936211C", 0.208, 1,    123.182,   81.8,    1.0258, 2,    123.189,  -98.2,    1.0258, 0, 0, 0, 0
"SX2842329C", 0.208, 1,     123.18,   81.8,    1.0257, 2,    123.187,  -98.2,    1.0258, 0, 0, 0, 0
"SX3104796C", 0.208, 1,    122.926,   81.8,    1.0236, 2,    122.934,  -98.2,    1.0237, 0, 0, 0, 0
"SX3236004C", 0.208, 1,    123.182,   81.8,    1.0258, 2,    123.189,  -98.2,    1.0258, 0, 0, 0, 0
"SX3160896C", 0.208, 1,    123.177,   81.8,    1.0257, 2,    123.184,  -98.2,    1.0258, 0, 0, 0, 0
"SX3123452C", 0.208, 1,    122.931,   81.7,    1.0237, 2,    122.939,  -98.3,    1.0237, 0, 0, 0, 0
"SX3254869B", 0.208, 1,    117.587, -161.0,   0.97917, 2,    117.594,   19.0,   0.97923, 0, 0, 0, 0
"SX3030126C", 0.208, 1,    122.912,   81.7,    1.0235, 2,    122.919,  -98.3,    1.0236, 0, 0, 0, 0
"SX2767341C", 0.208, 1,     122.61,   81.7,     1.021, 2,    122.617,  -98.3,    1.0211, 0, 0, 0, 0
"SX3254870C", 0.208, 1,    122.907,   81.7,    1.0235, 2,    122.914,  -98.3,    1.0235, 0, 0, 0, 0
"SX3048887B", 0.208, 1,    116.902, -161.1,   0.97346, 2,    116.909,   18.9,   0.97352, 0, 0, 0, 0
"SX2955005B", 0.208, 1,     117.46, -161.2,   0.97811, 2,    117.467,   18.8,   0.97817, 0, 0, 0, 0
"SX3216988B", 0.208, 1,    117.201, -161.1,   0.97595, 2,    117.208,   18.9,   0.97601, 0, 0, 0, 0
"SX3179607B", 0.208, 1,    117.202, -161.1,   0.97596, 2,    117.209,   18.9,   0.97602, 0, 0, 0, 0
"SX2898457A", 0.208, 1,    114.475,  -40.5,   0.95325, 2,    114.482,  139.5,   0.95331, 0, 0, 0, 0
"SX2767340A", 0.208, 1,    112.917,  -40.4,   0.94028, 2,    112.924,  139.6,   0.94034, 0, 0, 0, 0
"SX2767340B", 0.208, 1,    115.741, -161.3,   0.96379, 2,    115.748,   18.7,   0.96385, 0, 0, 0, 0
"SX2767340C", 0.208, 1,    121.641,   81.6,    1.0129, 2,    121.649,  -98.4,     1.013, 0, 0, 0, 0
"SX3067478A", 0.208, 1,    113.508,  -40.6,    0.9452, 2,    113.515,  139.4,   0.94526, 0, 0, 0, 0
"SX2730149C", 0.208, 1,    123.186,   81.5,    1.0258, 2,    123.194,  -98.5,    1.0259, 0, 0, 0, 0
"SX2989566B", 0.208, 1,    116.843, -161.7,   0.97297, 2,     116.85,   18.3,   0.97303, 0, 0, 0, 0
"SX2973791A", 0.208, 1,    112.553,  -40.9,   0.93724, 2,    112.559,  139.1,    0.9373, 0, 0, 0, 0
"SX3029055B", 0.208, 1,    117.014, -161.0,   0.97439, 2,    117.021,   19.0,   0.97445, 0, 0, 0, 0
"SX3067506C", 0.208, 1,    123.816,   83.3,     1.031, 2,    123.824,  -96.7,    1.0311, 0, 0, 0, 0
"SX2898515C", 0.208, 1,    123.415,   83.3,    1.0277, 2,    123.422,  -96.7,    1.0278, 0, 0, 0, 0
"SX3198347C", 0.208, 1,     123.66,   83.3,    1.0297, 2,    123.667,  -96.7,    1.0298, 0, 0, 0, 0
"SX3048946C", 0.208, 1,    123.661,   83.3,    1.0297, 2,    123.668,  -96.7,    1.0298, 0, 0, 0, 0
"SX3048966C", 0.208, 1,    123.684,   83.3,    1.0299, 2,    123.691,  -96.7,      1.03, 0, 0, 0, 0
"SX2992656A", 0.208, 1,    119.516,  -37.7,   0.99523, 2,    119.523,  142.3,   0.99528, 0, 0, 0, 0
"SX2973833B", 0.208, 1,    120.831, -157.9,    1.0062, 2,    120.838,   22.1,    1.0062, 0, 0, 0, 0
"SX2786266A", 0.208, 1,    119.864,  -37.8,   0.99813, 2,    119.871,  142.2,   0.99819, 0, 0, 0, 0
"SX2917333A", 0.208, 1,    119.559,  -37.9,   0.99559, 2,    119.566,  142.1,   0.99565, 0, 0, 0, 0
"SX2842383A", 0.208, 1,    119.576,  -38.0,   0.99573, 2,    119.583,  142.0,   0.99579, 0, 0, 0, 0
"SX2842384C", 0.208, 1,    123.638,   82.8,    1.0296, 2,    123.645,  -97.2,    1.0296, 0, 0, 0, 0
"SX3160871C", 0.208, 1,    123.218,   82.7,    1.0261, 2,    123.225,  -97.3,    1.0261, 0, 0, 0, 0
"SX3030203C", 0.208, 1,    123.211,   82.7,     1.026, 2,    123.218,  -97.3,    1.0261, 0, 0, 0, 0
"SX3179673C", 0.208, 1,    123.461,   82.7,    1.0281, 2,    123.468,  -97.3,    1.0281, 0, 0, 0, 0
"SX3048965B", 0.208, 1,    119.132, -158.9,   0.99203, 2,    119.139,   21.1,   0.99209, 0, 0, 0, 0
"SX2692660A", 0.208, 1,    117.737,  -38.6,   0.98041, 2,    117.744,  141.4,   0.98047, 0, 0, 0, 0
"SX2805034A", 0.208, 1,    119.309,  -38.3,   0.99351, 2,    119.316,  141.7,   0.99356, 0, 0, 0, 0
"SX2898522A", 0.208, 1,    119.785,  -37.7,   0.99747, 2,    119.792,  142.3,   0.99753, 0, 0, 0, 0
"SX2692661A", 0.208, 1,    119.789,  -37.7,   0.99751, 2,    119.796,  142.3,   0.99757, 0, 0, 0, 0
"SX3067448C", 0.208, 1,    122.529,   84.6,    1.0203, 2,    122.536,  -95.4,    1.0204, 0, 0, 0, 0
"SX2935552C", 0.208, 1,    121.876,   81.3,    1.0149, 2,    121.883,  -98.7,    1.0149, 0, 0, 0, 0
"SX2822864C", 0.208, 1,    121.326,   81.2,    1.0103, 2,    121.333,  -98.8,    1.0104, 0, 0, 0, 0
"SX2822865C", 0.208, 1,    121.458,   81.2,    1.0114, 2,    121.465,  -98.8,    1.0115, 0, 0, 0, 0
"SX2916605C", 0.208, 1,    121.337,   81.2,    1.0104, 2,    121.344,  -98.8,    1.0105, 0, 0, 0, 0
"SX3085394C", 0.208, 1,    121.335,   81.2,    1.0104, 2,    121.342,  -98.8,    1.0104, 0, 0, 0, 0
"SX2804250C", 0.208, 1,    120.979,   81.2,    1.0074, 2,    120.986,  -98.8,    1.0075, 0, 0, 0, 0
"SX3048205C", 0.208, 1,    120.741,   81.2,    1.0054, 2,    120.748,  -98.8,    1.0055, 0, 0, 0, 0
"SX3048228C", 0.208, 1,     120.52,   81.1,    1.0036, 2,    120.527,  -98.9,    1.0036, 0, 0, 0, 0
"SX2935550C", 0.208, 1,    120.384,   81.1,    1.0025, 2,    120.391,  -98.9,    1.0025, 0, 0, 0, 0
"SX2710509C", 0.208, 1,    120.636,   81.1,    1.0046, 2,    120.643,  -98.9,    1.0046, 0, 0, 0, 0
"SX2822862C", 0.208, 1,    120.633,   81.1,    1.0045, 2,     120.64,  -98.9,    1.0046, 0, 0, 0, 0
"SX3066806C", 0.208, 1,    120.632,   81.1,    1.0045, 2,    120.639,  -98.9,    1.0046, 0, 0, 0, 0
"SX2916606C", 0.208, 1,    121.327,   81.2,    1.0103, 2,    121.334,  -98.8,    1.0104, 0, 0, 0, 0
"SX3235243C", 0.208, 1,    120.702,   78.6,    1.0051, 2,    120.709, -101.4,    1.0052, 0, 0, 0, 0
"SX2786273B", 0.208, 1,    122.581, -160.7,    1.0208, 2,    122.589,   19.3,    1.0208, 0, 0, 0, 0
"SX2805036B", 0.208, 1,    122.934, -160.7,    1.0237, 2,    122.941,   19.3,    1.0238, 0, 0, 0, 0
"SX3178997C", 0.208, 1,    122.355,   79.7,    1.0189, 2,    122.362, -100.3,    1.0189, 0, 0, 0, 0
"SX3122849B", 0.208, 1,     117.66, -162.1,   0.97977, 2,    117.667,   17.9,   0.97983, 0, 0, 0, 0
"SX2766750C", 0.208, 1,    121.759,   79.7,    1.0139, 2,    121.766, -100.3,     1.014, 0, 0, 0, 0
"SX2763153A", 0.208, 1,    118.809,  -41.0,   0.98934, 2,    118.816,  139.0,    0.9894, 0, 0, 0, 0
"SX3104157C", 0.208, 1,     122.07,   79.7,    1.0165, 2,    122.077, -100.3,    1.0166, 0, 0, 0, 0
"SX_293471A", 0.208, 1,    119.082,  -41.0,   0.99162, 2,    119.089,  139.0,   0.99168, 0, 0, 0, 0
"SX_293471B", 0.208, 1,    118.073, -162.0,   0.98321, 2,     118.08,   18.0,   0.98327, 0, 0, 0, 0
"SX_293471C", 0.208, 1,    122.069,   79.7,    1.0165, 2,    122.076, -100.4,    1.0165, 0, 0, 0, 0
"SX2748158A", 0.208, 1,    119.593,  -41.0,   0.99587, 2,      119.6,  139.0,   0.99593, 0, 0, 0, 0
"SX3104133A", 0.208, 1,    119.329,  -41.0,   0.99367, 2,    119.336,  139.0,   0.99373, 0, 0, 0, 0
"SX2673346C", 0.208, 1,    122.129,   79.7,     1.017, 2,    122.136, -100.4,     1.017, 0, 0, 0, 0
"SX3254238B", 0.208, 1,    118.203, -162.0,    0.9843, 2,     118.21,   18.0,   0.98436, 0, 0, 0, 0
"SX3048230C", 0.208, 1,    122.007,   79.6,     1.016, 2,    122.014, -100.4,     1.016, 0, 0, 0, 0
"SX2841637C", 0.208, 1,    121.974,   79.6,    1.0157, 2,    121.981, -100.4,    1.0158, 0, 0, 0, 0
"SX2897780B", 0.208, 1,    118.792, -161.9,    0.9892, 2,    118.799,   18.1,   0.98926, 0, 0, 0, 0
"SX3235255B", 0.208, 1,    119.232, -162.0,   0.99287, 2,    119.239,   18.0,   0.99292, 0, 0, 0, 0
"SX3216370A", 0.208, 1,    119.823,  -41.0,   0.99779, 2,     119.83,  139.0,   0.99785, 0, 0, 0, 0
"SX3216370B", 0.208, 1,    119.027, -162.0,   0.99116, 2,    119.034,   18.0,   0.99121, 0, 0, 0, 0
"SX3216370C", 0.208, 1,    122.574,   79.6,    1.0207, 2,    122.581, -100.4,    1.0208, 0, 0, 0, 0
"SX2785527A", 0.208, 1,    119.725,  -41.0,   0.99697, 2,    119.732,  139.0,   0.99702, 0, 0, 0, 0
"SX2766729A", 0.208, 1,    119.495,  -41.0,   0.99506, 2,    119.502,  139.0,   0.99512, 0, 0, 0, 0
"SX3197641A", 0.208, 1,    120.353,  -44.7,    1.0022, 2,     120.36,  135.3,    1.0023, 0, 0, 0, 0
"SX2973161A", 0.208, 1,    119.841,  -44.7,   0.99794, 2,    119.848,  135.3,     0.998, 0, 0, 0, 0
"SX2673306C", 0.208, 1,    119.548,   81.0,   0.99549, 2,    119.555,  -99.0,   0.99555, 0, 0, 0, 0
"SX2785515C", 0.208, 1,    119.528,   81.0,   0.99533, 2,    119.536,  -99.0,   0.99539, 0, 0, 0, 0
"SX2729429A", 0.208, 1,    119.731,  -44.8,   0.99702, 2,    119.738,  135.2,   0.99708, 0, 0, 0, 0
"SX2841633A", 0.208, 1,    119.728,  -44.8,   0.99699, 2,    119.735,  135.2,   0.99705, 0, 0, 0, 0
"SX3235258A", 0.208, 1,    119.597,  -44.8,    0.9959, 2,    119.604,  135.2,   0.99596, 0, 0, 0, 0
"SX3235258B", 0.208, 1,    121.278, -166.5,    1.0099, 2,    121.285,   13.5,      1.01, 0, 0, 0, 0
"SX3235258C", 0.208, 1,    121.409,   79.5,     1.011, 2,    121.416, -100.5,     1.011, 0, 0, 0, 0
"SX2729414A", 0.208, 1,    118.925,  -44.9,   0.99031, 2,    118.932,  135.1,   0.99037, 0, 0, 0, 0
"SX2729414B", 0.208, 1,    121.551, -166.5,    1.0122, 2,    121.558,   13.5,    1.0122, 0, 0, 0, 0
"SX2729414C", 0.208, 1,    120.891,   79.5,    1.0067, 2,    120.898, -100.5,    1.0067, 0, 0, 0, 0
"SX2973167B", 0.208, 1,    121.765, -166.5,     1.014, 2,    121.772,   13.5,     1.014, 0, 0, 0, 0
"SX3189189B", 0.208, 1,    121.742, -166.5,    1.0138, 2,    121.749,   13.5,    1.0138, 0, 0, 0, 0
"SX3189188C", 0.208, 1,    119.982,   79.5,   0.99911, 2,    119.989, -100.5,   0.99917, 0, 0, 0, 0
"SX2935560C", 0.208, 1,    120.838,   79.5,    1.0062, 2,    120.845, -100.5,    1.0063, 0, 0, 0, 0
"SX2916610B", 0.208, 1,    121.484, -166.5,    1.0116, 2,    121.491,   13.5,    1.0117, 0, 0, 0, 0
"SX3216368C", 0.208, 1,    120.836,   79.5,    1.0062, 2,    120.843, -100.5,    1.0063, 0, 0, 0, 0
"SX3207907A", 0.208, 1,    117.986,  -44.9,   0.98249, 2,    117.993,  135.1,   0.98255, 0, 0, 0, 0
"SX3207907B", 0.208, 1,    120.251, -166.4,    1.0013, 2,    120.258,   13.6,    1.0014, 0, 0, 0, 0
"SX3207907C", 0.208, 1,     119.97,   79.5,   0.99901, 2,    119.977, -100.5,   0.99907, 0, 0, 0, 0
"SX2973166C", 0.208, 1,    120.535,   79.5,    1.0037, 2,    120.542, -100.5,    1.0038, 0, 0, 0, 0
"SX2710532C", 0.208, 1,    120.922,   79.5,    1.0069, 2,     120.93, -100.5,     1.007, 0, 0, 0, 0
"SX2860504A", 0.208, 1,    118.679,  -44.9,   0.98826, 2,    118.686,  135.1,   0.98832, 0, 0, 0, 0
"SX3085403A", 0.208, 1,    118.437,  -44.9,   0.98624, 2,    118.444,  135.1,    0.9863, 0, 0, 0, 0
"SX2954355A", 0.208, 1,    118.711,  -44.9,   0.98853, 2,    118.718,  135.1,   0.98859, 0, 0, 0, 0
"SX3122827A", 0.208, 1,    118.524,  -44.9,   0.98697, 2,    118.531,  135.1,   0.98703, 0, 0, 0, 0
"SX3195751A", 0.208, 1,    119.695,  -45.1,   0.99672, 2,    119.702,  134.9,   0.99678, 0, 0, 0, 0
"SX2766724C", 0.208, 1,    121.842,   79.4,    1.0146, 2,    121.849, -100.6,    1.0147, 0, 0, 0, 0
"SX3197647A", 0.208, 1,    120.067,  -44.8,   0.99982, 2,    120.074,  135.2,   0.99988, 0, 0, 0, 0
"SX2821010A", 0.208, 1,    119.424,  -45.1,   0.99446, 2,    119.431,  134.9,   0.99452, 0, 0, 0, 0
"SX2895461A", 0.208, 1,    119.726,  -45.1,   0.99698, 2,    119.733,  134.9,   0.99704, 0, 0, 0, 0
"SX2952014A", 0.208, 1,    119.982,  -45.1,   0.99911, 2,    119.989,  134.9,   0.99917, 0, 0, 0, 0
"SX3010585A", 0.208, 1,    119.476,  -45.1,    0.9949, 2,    119.483,  134.9,   0.99495, 0, 0, 0, 0
"SX3120502A", 0.208, 1,    119.974,  -45.1,   0.99904, 2,    119.981,  134.9,    0.9991, 0, 0, 0, 0
"SX3101789A", 0.208, 1,    118.569,  -45.1,   0.98735, 2,    118.576,  134.8,    0.9874, 0, 0, 0, 0
"SX3178982A", 0.208, 1,    118.511,  -45.2,   0.98686, 2,    118.518,  134.8,   0.98692, 0, 0, 0, 0
"SX2841623A", 0.208, 1,    118.727,  -45.2,   0.98866, 2,    118.734,  134.8,   0.98872, 0, 0, 0, 0
"SX3010563A", 0.208, 1,    118.728,  -45.2,   0.98867, 2,    118.735,  134.8,   0.98873, 0, 0, 0, 0
"SX2766727B", 0.208, 1,     116.81, -162.2,   0.97269, 2,    116.816,   17.8,   0.97275, 0, 0, 0, 0
"SX3029507B", 0.208, 1,    116.555, -162.2,   0.97057, 2,    116.562,   17.8,   0.97063, 0, 0, 0, 0
"SX3197643B", 0.208, 1,    116.561, -162.2,   0.97062, 2,    116.568,   17.8,   0.97068, 0, 0, 0, 0
"SX3122823B", 0.208, 1,    116.589, -162.2,   0.97086, 2,    116.596,   17.8,   0.97091, 0, 0, 0, 0
"SX2766726B", 0.208, 1,    116.984, -162.2,   0.97414, 2,     116.99,   17.8,    0.9742, 0, 0, 0, 0
"SX2785526B", 0.208, 1,    116.981, -162.2,   0.97412, 2,    116.988,   17.8,   0.97418, 0, 0, 0, 0
"SX2973162B", 0.208, 1,    117.171, -162.2,    0.9757, 2,    117.177,   17.8,   0.97576, 0, 0, 0, 0
"SX3010570A", 0.208, 1,    118.534,  -41.0,   0.98705, 2,    118.541,  139.0,   0.98711, 0, 0, 0, 0
"SX2991919A", 0.208, 1,    118.472,  -41.0,   0.98654, 2,    118.479,  139.0,   0.98659, 0, 0, 0, 0
"SX3122824A", 0.208, 1,    118.398,  -41.0,   0.98592, 2,    118.405,  139.0,   0.98598, 0, 0, 0, 0
"SX2860489A", 0.208, 1,    118.398,  -41.0,   0.98592, 2,    118.405,  139.0,   0.98598, 0, 0, 0, 0
"SX3104131A", 0.208, 1,    118.136,  -41.0,   0.98374, 2,    118.143,  139.0,    0.9838, 0, 0, 0, 0
"SX3048210A", 0.208, 1,    117.822,  -41.0,   0.98112, 2,    117.829,  139.0,   0.98118, 0, 0, 0, 0
"SX2897778A", 0.208, 1,    118.417,  -41.0,   0.98608, 2,    118.424,  139.0,   0.98614, 0, 0, 0, 0
"SX3104132A", 0.208, 1,    118.273,  -41.0,   0.98488, 2,     118.28,  139.0,   0.98494, 0, 0, 0, 0
"SX3085402A", 0.208, 1,    117.739,  -41.0,   0.98043, 2,    117.746,  139.0,   0.98049, 0, 0, 0, 0
"SX2804252A", 0.208, 1,    118.014,  -41.0,   0.98272, 2,    118.021,  139.0,   0.98278, 0, 0, 0, 0
"SX3048214A", 0.208, 1,    118.009,  -41.0,   0.98268, 2,    118.016,  139.0,   0.98274, 0, 0, 0, 0
"SX3235275B", 0.208, 1,    117.151, -162.1,   0.97554, 2,    117.158,   17.9,    0.9756, 0, 0, 0, 0
"SX2897779C", 0.208, 1,    122.089,   79.7,    1.0167, 2,    122.096, -100.3,    1.0167, 0, 0, 0, 0
"SX2804261C", 0.208, 1,    122.338,   79.7,    1.0187, 2,    122.345, -100.3,    1.0188, 0, 0, 0, 0
"SX3178980C", 0.208, 1,    122.335,   79.7,    1.0187, 2,    122.342, -100.3,    1.0188, 0, 0, 0, 0
"SX2973164A", 0.208, 1,    118.416,  -41.0,   0.98607, 2,    118.423,  139.0,   0.98612, 0, 0, 0, 0
"SX2748132A", 0.208, 1,    117.728,  -45.0,   0.98034, 2,    117.735,  135.0,    0.9804, 0, 0, 0, 0
"SX3254205C", 0.208, 1,    121.965,   79.6,    1.0156, 2,    121.972, -100.4,    1.0157, 0, 0, 0, 0
"SX3010569A", 0.208, 1,    119.007,  -41.0,   0.99099, 2,    119.014,  139.0,   0.99105, 0, 0, 0, 0
"SX2673321A", 0.208, 1,    119.275,  -41.0,   0.99322, 2,    119.282,  139.0,   0.99328, 0, 0, 0, 0
"SX2954354A", 0.208, 1,    119.277,  -41.0,   0.99324, 2,    119.284,  139.0,    0.9933, 0, 0, 0, 0
"SX2710519A", 0.208, 1,    119.612,  -41.0,   0.99603, 2,    119.619,  139.0,   0.99609, 0, 0, 0, 0
"SX3066819A", 0.208, 1,    119.267,  -41.0,   0.99316, 2,    119.274,  139.0,   0.99322, 0, 0, 0, 0
"SX3029499A", 0.208, 1,    119.607,  -41.0,   0.99599, 2,    119.614,  139.0,   0.99605, 0, 0, 0, 0
"SX2897772A", 0.208, 1,    119.495,  -41.0,   0.99505, 2,    119.502,  139.0,   0.99511, 0, 0, 0, 0
"SX3122826A", 0.208, 1,     119.93,  -41.0,   0.99868, 2,    119.937,  139.0,   0.99874, 0, 0, 0, 0
"SX2691953A", 0.208, 1,    119.964,  -41.0,   0.99896, 2,    119.971,  139.0,   0.99902, 0, 0, 0, 0
"SX2860491A", 0.208, 1,     120.17,  -41.0,    1.0007, 2,    120.177,  139.0,    1.0007, 0, 0, 0, 0
"SX2860491B", 0.208, 1,    118.705, -161.9,   0.98848, 2,    118.712,   18.1,   0.98854, 0, 0, 0, 0
"SX2991922A", 0.208, 1,    120.266,  -41.0,    1.0015, 2,    120.273,  139.0,    1.0015, 0, 0, 0, 0
"SX2991923A", 0.208, 1,    120.108,  -41.0,    1.0002, 2,    120.115,  139.0,    1.0002, 0, 0, 0, 0
"SX3085400C", 0.208, 1,    121.816,   80.1,    1.0144, 2,    121.823,  -99.9,    1.0144, 0, 0, 0, 0
"SX3141399C", 0.208, 1,    121.502,   80.1,    1.0118, 2,    121.509,  -99.9,    1.0118, 0, 0, 0, 0
"SX2954351C", 0.208, 1,    122.086,   80.1,    1.0166, 2,    122.093,  -99.9,    1.0167, 0, 0, 0, 0
"SX3235266C", 0.208, 1,    121.894,   80.1,     1.015, 2,    121.901,  -99.9,    1.0151, 0, 0, 0, 0
"SX2841626C", 0.208, 1,    122.312,   80.1,    1.0185, 2,    122.319,  -99.9,    1.0186, 0, 0, 0, 0
"SX2954350C", 0.208, 1,    122.182,   80.1,    1.0174, 2,    122.189,  -99.9,    1.0175, 0, 0, 0, 0
"SX3178977C", 0.208, 1,    122.233,   80.1,    1.0179, 2,     122.24,  -99.9,    1.0179, 0, 0, 0, 0
"SX3160105C", 0.208, 1,     122.23,   80.1,    1.0178, 2,    122.237,  -99.9,    1.0179, 0, 0, 0, 0
